Radon Tracer Results

Date-Time of Calculation: 2018-01-04T18:48:31.704

Values: 12, 12, 100, 5, 10, 24
Anomaly # 103.0			Anomaly at index: 25386		Value: 104.448		Time: Sat Oct 27 19:00:00 EEST 2012
E.quake # 75.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 104.0			Anomaly at index: 25387		Value: 105.984		Time: Sat Oct 27 19:10:00 EEST 2012
E.quake # 76.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 105.0			Anomaly at index: 25388		Value: 101.376		Time: Sat Oct 27 19:20:00 EEST 2012
E.quake # 77.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 106.0			Anomaly at index: 25389		Value: 100.864		Time: Sat Oct 27 19:30:00 EEST 2012
E.quake # 78.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 107.0			Anomaly at index: 25390		Value: 101.888		Time: Sat Oct 27 19:40:00 EEST 2012
E.quake # 79.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 108.0			Anomaly at index: 25391		Value: 91.648		Time: Sat Oct 27 19:50:00 EEST 2012
E.quake # 80.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 109.0			Anomaly at index: 25392		Value: 95.744		Time: Sat Oct 27 20:00:00 EEST 2012
E.quake # 81.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 110.0			Anomaly at index: 25393		Value: 91.136		Time: Sat Oct 27 20:10:00 EEST 2012
E.quake # 82.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 111.0			Anomaly at index: 25394		Value: 99.84		Time: Sat Oct 27 20:20:00 EEST 2012
E.quake # 83.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 112.0			Anomaly at index: 25395		Value: 95.744		Time: Sat Oct 27 20:30:00 EEST 2012
E.quake # 84.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 113.0			Anomaly at index: 25396		Value: 95.232		Time: Sat Oct 27 20:40:00 EEST 2012
E.quake # 85.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 114.0			Anomaly at index: 25397		Value: 93.184		Time: Sat Oct 27 20:50:00 EEST 2012
E.quake # 86.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 115.0			Anomaly at index: 25398		Value: 100.864		Time: Sat Oct 27 21:00:00 EEST 2012
E.quake # 87.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 116.0			Anomaly at index: 25399		Value: 102.4		Time: Sat Oct 27 21:10:00 EEST 2012
E.quake # 88.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 117.0			Anomaly at index: 25400		Value: 101.376		Time: Sat Oct 27 21:20:00 EEST 2012
E.quake # 89.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 118.0			Anomaly at index: 25401		Value: 96.768		Time: Sat Oct 27 21:30:00 EEST 2012
E.quake # 90.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 119.0			Anomaly at index: 25402		Value: 100.864		Time: Sat Oct 27 21:40:00 EEST 2012
E.quake # 91.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 120.0			Anomaly at index: 25403		Value: 104.448		Time: Sat Oct 27 21:50:00 EEST 2012
E.quake # 92.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 121.0			Anomaly at index: 25404		Value: 97.792		Time: Sat Oct 27 22:00:00 EEST 2012
E.quake # 93.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 122.0			Anomaly at index: 25405		Value: 102.912		Time: Sat Oct 27 22:10:00 EEST 2012
E.quake # 94.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 123.0			Anomaly at index: 25406		Value: 105.984		Time: Sat Oct 27 22:20:00 EEST 2012
E.quake # 95.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 124.0			Anomaly at index: 25407		Value: 102.4		Time: Sat Oct 27 22:30:00 EEST 2012
E.quake # 96.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 125.0			Anomaly at index: 25408		Value: 106.496		Time: Sat Oct 27 22:40:00 EEST 2012
E.quake # 97.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 126.0			Anomaly at index: 25409		Value: 98.304		Time: Sat Oct 27 22:50:00 EEST 2012
E.quake # 98.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 127.0			Anomaly at index: 25410		Value: 91.648		Time: Sat Oct 27 23:00:00 EEST 2012
E.quake # 99.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 128.0			Anomaly at index: 25411		Value: 96.256		Time: Sat Oct 27 23:10:00 EEST 2012
E.quake # 100.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 129.0			Anomaly at index: 25412		Value: 98.816		Time: Sat Oct 27 23:20:00 EEST 2012
E.quake # 101.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 130.0			Anomaly at index: 25413		Value: 103.424		Time: Sat Oct 27 23:30:00 EEST 2012
E.quake # 102.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 131.0			Anomaly at index: 25414		Value: 98.304		Time: Sat Oct 27 23:40:00 EEST 2012
E.quake # 103.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 132.0			Anomaly at index: 25415		Value: 102.4		Time: Sat Oct 27 23:50:00 EEST 2012
E.quake # 104.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 133.0			Anomaly at index: 25416		Value: 99.84		Time: Sun Oct 28 00:00:00 EEST 2012
E.quake # 105.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 134.0			Anomaly at index: 25417		Value: 101.888		Time: Sun Oct 28 00:10:00 EEST 2012
E.quake # 106.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 135.0			Anomaly at index: 25418		Value: 105.984		Time: Sun Oct 28 00:20:00 EEST 2012
E.quake # 107.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 136.0			Anomaly at index: 25419		Value: 107.52		Time: Sun Oct 28 00:30:00 EEST 2012
E.quake # 108.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

Anomaly # 137.0			Anomaly at index: 25420		Value: 102.912		Time: Sun Oct 28 00:40:00 EEST 2012
E.quake # 109.0			Anomaly at index: 3855		Value: 6.286			Time: Sun Oct 28 10:49:44 EET 2012

