2012-05-01-01-10-00,109.056
2012-05-01-01-20-00,110.592
2012-05-01-01-30-00,111.616
2012-05-01-01-40-00,111.104
2012-05-01-01-50-00,110.080
2012-05-01-02-00-00,106.496
2012-05-01-02-10-00,110.592
2012-05-01-02-20-00,111.616
2012-05-01-02-30-00,109.568
2012-05-01-02-40-00,110.592
