2012-06-06-12-46-18,141.996,2,4.035
2012-06-06-14-36-20,129.991,2.2,4.327
2012-06-06-17-06-41,174.181,2.3,4.122
2012-06-06-17-47-38,161.679,2.7,4.599
2012-06-06-17-52-10,174.141,2.3,4.122
2012-06-06-18-00-48,184.384,2.3,4.062
2012-06-06-18-12-21,153.197,2.6,4.555
2012-06-06-20-17-21,128.9,2.2,4.335
2012-06-06-20-26-34,170.656,2.6,4.443
2012-06-06-20-32-33,123.02,2.6,4.784
2012-06-06-21-17-40,131.853,2.1,4.212
2012-06-06-21-29-23,130.879,2,4.12
2012-06-06-21-39-41,326.086,2.4,3.568
2012-06-06-22-01-10,172.15,2.2,4.034
2012-06-06-22-07-48,138.503,2.9,4.96
2012-06-06-22-09-07,138.726,2.9,4.959
2012-06-06-22-11-20,139.128,2.8,4.856
2012-06-06-22-39-50,139.578,2.3,4.352
2012-06-06-22-56-58,175.171,2.1,3.916
2012-06-06-23-25-49,49.235,2.8,5.939
2012-06-06-23-57-18,132.566,1.7,3.806
2012-06-07-00-25-00,137.603,1.8,3.867
2012-06-07-02-07-33,134.601,2.1,4.19
2012-06-07-02-37-18,140.913,2,4.043
2012-06-07-03-39-53,172.819,2.1,3.93
2012-06-07-03-52-25,183.94,2.2,3.965
2012-06-07-03-56-52,139.09,2,4.056
2012-06-07-05-51-32,13.556,2.2,6.683
2012-06-07-09-01-33,171.399,2.7,4.538
2012-06-07-11-48-43,170.127,2.8,4.646
2012-06-07-12-14-47,188.937,2.6,4.337
2012-06-07-12-33-46,169.322,2.4,4.251
2012-06-07-15-56-46,194.325,2.6,4.308
2012-06-07-16-04-18,123.64,2.6,4.779
2012-06-07-17-41-10,221.769,2.2,3.77
2012-06-07-17-46-37,115.365,2.4,4.651
2012-06-07-20-17-05,172.566,2,3.831
2012-06-07-20-23-04,157.155,2.3,4.229
2012-06-07-21-42-11,140.054,2.4,4.449
2012-06-07-22-43-54,159.389,2.5,4.414
2012-06-07-23-40-29,119.783,2.4,4.612
2012-06-07-23-54-25,336.433,5.1,6.235
2012-06-08-00-49-01,133.793,2.9,4.997
2012-06-08-01-29-20,156.456,2.2,4.133
2012-06-08-01-29-38,125.257,2.4,4.565
2012-06-08-01-31-38,131.438,1.9,4.015
2012-06-08-01-45-56,129.961,2.1,4.227
2012-06-08-02-05-36,120.89,2.2,4.402
2012-06-08-02-47-28,214.694,2,3.604
2012-06-08-02-51-17,128.375,2,4.14
2012-06-08-03-13-13,130.415,1.8,3.923
2012-06-08-03-33-23,127.905,1.9,4.043
2012-06-08-03-48-42,127.596,2.2,4.346
2012-06-08-05-18-16,124.497,2.3,4.472
2012-06-08-05-37-28,121.76,2.5,4.695
2012-06-08-09-46-03,177.405,3.3,5.102
2012-06-08-13-06-33,183.651,2.3,4.066
2012-06-08-13-15-14,180.953,2.2,3.982
2012-06-08-13-22-23,181.171,2.3,4.081
2012-06-08-13-30-20,140.059,2.2,4.249
2012-06-08-13-55-25,142.854,1.9,3.928
2012-06-08-14-03-12,157.52,2.3,4.226
2012-06-08-14-22-09,249.767,2.3,3.746
2012-06-08-14-50-53,174.444,2.5,4.32
2012-06-08-14-57-16,247.208,3.9,5.357
2012-06-08-17-08-49,110.911,2.6,4.892
2012-06-08-17-50-03,116.631,1.9,4.14
2012-06-08-17-56-12,116.634,2.1,4.34
2012-06-08-19-13-04,112.85,2.7,4.974
2012-06-08-21-40-58,175.291,2.7,4.515
2012-06-08-23-27-08,173.251,3.4,5.227
2012-06-08-23-38-48,330.475,2.7,3.854
2012-06-08-23-50-04,177.665,1.9,3.701
2012-06-09-00-01-12,132.247,2.4,4.509
2012-06-09-03-04-21,173.652,2,3.825
2012-06-09-03-17-28,183.933,2.1,3.865
2012-06-09-04-22-49,235.216,2.4,3.908
2012-06-09-05-12-25,126.007,2.2,4.359
2012-06-09-05-42-54,148.22,2.1,4.09
2012-06-09-07-01-28,173.279,2.6,4.427
2012-06-09-07-19-50,102.227,2.3,4.677
2012-06-09-09-11-16,113.061,2.3,4.572
2012-06-09-11-07-04,120.994,2.2,4.401
2012-06-09-11-33-47,13.855,2.3,6.76
2012-06-09-11-34-46,190.744,2,3.727
2012-06-09-14-11-02,179.1,2,3.793
2012-06-09-14-48-59,149.047,2.4,4.384
2012-06-09-16-08-47,127.642,2.2,4.346
2012-06-09-17-03-16,111.283,2,4.289
2012-06-09-17-33-12,112.51,4.2,6.477
2012-06-09-17-50-01,177.359,2.1,3.903
2012-06-09-17-51-42,112.939,2.2,4.473
2012-06-09-18-08-36,90.63,2.3,4.803
2012-06-09-19-17-36,175.551,2.4,4.213
2012-06-09-20-13-21,128.426,2.1,4.239
2012-06-09-20-29-07,130.187,1.9,4.025
2012-06-09-21-56-04,179.556,2.5,4.29
2012-06-09-22-56-53,147.71,2.3,4.293
2012-06-10-01-01-43,20.874,2.2,6.233
2012-06-10-02-30-55,119.114,1.7,3.918
2012-06-10-06-48-15,128.967,2.1,4.235
2012-06-10-08-38-53,150.901,2.5,4.471
2012-06-10-09-22-56,131.124,1.9,4.018
2012-06-10-09-55-45,133.187,2.1,4.201
2012-06-10-10-50-04,186.295,2,3.752
2012-06-10-11-03-54,100.538,1.8,4.194
2012-06-10-12-09-10,111.035,2.2,4.491
2012-06-10-15-44-16,180.987,5.9,7.682
2012-06-10-15-48-51,175.867,4.3,6.112
2012-06-10-15-49-37,170.16,4.9,6.746
2012-06-10-15-50-55,164.064,4.7,6.584
2012-06-10-15-57-25,167.387,3.6,5.463
2012-06-10-15-57-55,177.125,3.3,5.104
2012-06-10-16-01-41,175.413,3.7,5.514
2012-06-10-16-01-42,174.173,3.8,5.622
2012-06-10-16-02-27,162.052,3.1,4.997
2012-06-10-16-03-41,165.989,2.7,4.572
2012-06-10-16-07-33,169.563,3.3,5.15
2012-06-10-16-10-25,169.96,2.8,4.647
2012-06-10-16-12-20,172.979,2.8,4.629
2012-06-10-16-15-21,178.425,2.8,4.597
2012-06-10-16-16-16,160.907,2.6,4.504
2012-06-10-16-17-59,174.641,2.6,4.419
2012-06-10-16-19-56,169.928,3.2,5.047
2012-06-10-16-20-57,166.368,3.1,4.969
2012-06-10-16-25-42,174.959,2.7,4.517
2012-06-10-16-28-25,179.435,2.8,4.591
2012-06-10-16-30-14,131.466,2.8,4.915
2012-06-10-16-36-26,141.123,2.7,4.741
2012-06-10-16-39-21,174.617,2.9,4.719
2012-06-10-16-41-05,92.944,3.4,5.876
2012-06-10-16-42-33,165.345,3,4.876
2012-06-10-16-43-41,174.63,2.9,4.719
2012-06-10-16-46-04,175.652,2.9,4.713
2012-06-10-16-47-36,163.094,2.8,4.69
2012-06-10-16-54-09,172.062,2.6,4.434
2012-06-10-16-57-44,175.624,2.7,4.513
2012-06-10-17-00-00,174.22,2.7,4.521
2012-06-10-17-02-15,172.688,2.6,4.431
2012-06-10-17-03-27,169.238,2.7,4.552
2012-06-10-17-06-14,172.312,3.2,5.033
2012-06-10-17-15-36,171.498,2.2,4.038
2012-06-10-17-20-47,112.861,2.9,5.174
2012-06-10-17-27-36,173.949,2.5,4.323
2012-06-10-17-29-19,170.486,2.1,3.944
2012-06-10-17-30-03,169.253,3.1,4.952
2012-06-10-17-33-28,167.657,2.3,4.161
2012-06-10-18-02-40,168.214,3.8,5.658
2012-06-10-18-07-35,175.597,3.1,4.913
2012-06-10-18-08-20,172.889,2.9,4.729
2012-06-10-18-11-00,171.767,3.1,4.936
2012-06-10-18-27-00,170.219,3.2,5.046
2012-06-10-18-35-57,168.716,2.3,4.155
2012-06-10-18-57-14,165.423,2.5,4.375
2012-06-10-18-59-54,174.653,2.3,4.119
2012-06-10-19-02-14,171.5,2.4,4.238
2012-06-10-19-12-42,171.404,2.7,4.538
2012-06-10-19-20-11,174.82,2.4,4.218
2012-06-10-19-24-26,170.604,2.9,4.743
2012-06-10-19-43-51,177.256,2.5,4.303
2012-06-10-19-46-54,168.594,2.2,4.056
2012-06-10-19-48-42,175.153,2.2,4.016
2012-06-10-19-52-22,174.179,2.6,4.422
2012-06-10-19-53-05,171.46,2.3,4.138
2012-06-10-19-53-52,175.764,2.6,4.412
2012-06-10-20-00-17,176.704,2.1,3.907
2012-06-10-20-03-21,174.34,2.2,4.021
2012-06-10-20-06-19,174.367,2.8,4.62
2012-06-10-20-13-24,167.617,2.4,4.262
2012-06-10-20-17-44,168.908,2.5,4.354
2012-06-10-20-19-05,167.29,2.2,4.064
2012-06-10-20-29-08,177.417,2.6,4.402
2012-06-10-20-30-34,168.996,2.7,4.553
2012-06-10-20-39-08,179.924,2.1,3.888
2012-06-10-20-41-27,171.463,2.5,4.338
2012-06-10-20-58-51,176.359,2.7,4.509
2012-06-10-21-08-51,175.494,2.2,4.014
2012-06-10-21-14-51,169.669,2.1,3.949
2012-06-10-21-19-46,169.614,2.5,4.349
2012-06-10-21-20-51,252.544,2.3,3.734
2012-06-10-21-28-32,168.797,4.5,6.354
2012-06-10-21-39-49,169.029,3.1,4.953
2012-06-10-21-41-07,171.162,2.5,4.34
2012-06-10-21-42-28,171.169,3.6,5.44
2012-06-10-21-48-11,174.554,2.1,3.919
2012-06-10-21-51-48,173.714,2.3,4.124
2012-06-10-22-12-03,171.764,2.8,4.636
2012-06-10-22-12-41,134.004,2.8,4.895
2012-06-10-22-15-46,177.118,2.3,4.104
2012-06-10-22-22-19,174.047,1.9,3.722
2012-06-10-22-24-48,178.144,2,3.798
2012-06-10-22-37-48,8.358,2.3,7.287
2012-06-10-22-40-32,174.428,2.9,4.72
2012-06-10-23-07-29,174.891,3.2,5.017
2012-06-10-23-19-38,173.435,2.2,4.026
2012-06-10-23-27-17,179.916,2.2,3.988
2012-06-10-23-32-32,169.78,3.2,5.048
2012-06-10-23-34-49,173.325,2.4,4.227
2012-06-10-23-39-07,170.34,3.3,5.145
2012-06-10-23-54-11,175.582,2.1,3.913
2012-06-11-00-03-41,174.766,2,3.818
2012-06-11-00-08-03,172.495,2.4,4.232
2012-06-11-00-09-13,168.268,2.2,4.058
2012-06-11-00-13-25,173.766,2.1,3.924
2012-06-11-00-24-49,174.982,2.1,3.917
2012-06-11-00-34-42,175.043,2.4,4.216
2012-06-11-00-45-38,184.01,2.3,4.064
2012-06-11-00-48-04,170.64,2.3,4.143
2012-06-11-00-51-03,172.334,2.4,4.233
2012-06-11-00-52-21,171.899,2.1,3.935
2012-06-11-00-57-56,175.001,2,3.817
2012-06-11-00-58-49,170.601,2.1,3.943
2012-06-11-01-00-41,174.744,2.2,4.018
2012-06-11-01-01-52,179.916,2,3.788
2012-06-11-01-11-06,176.636,2,3.807
2012-06-11-01-18-03,169.834,2.2,4.048
2012-06-11-01-21-22,173.489,2.2,4.026
2012-06-11-01-31-44,172.163,3.9,5.734
2012-06-11-01-35-49,172.209,2.2,4.033
2012-06-11-01-37-19,167.752,2,3.861
2012-06-11-01-38-44,172.097,2.1,3.934
2012-06-11-01-59-23,152.306,2.1,4.061
2012-06-11-01-59-45,177.7,2,3.801
2012-06-11-02-05-11,175.787,2,3.812
2012-06-11-02-06-56,173.009,2.4,4.229
2012-06-11-02-09-45,170.41,2.1,3.944
2012-06-11-02-31-39,173.799,2.1,3.924
2012-06-11-02-47-05,175.438,2.6,4.414
2012-06-11-02-53-35,164.798,2,3.879
2012-06-11-02-56-13,168.194,2.2,4.058
2012-06-11-02-58-33,169.388,2.1,3.951
2012-06-11-03-14-32,174.74,2.8,4.618
2012-06-11-03-14-36,175.166,2.2,4.016
2012-06-11-03-38-15,171.769,2.7,4.536
2012-06-11-03-41-42,173.462,2,3.826
2012-06-11-03-51-41,169.464,2,3.85
2012-06-11-03-56-28,170.916,2.7,4.541
2012-06-11-04-08-39,173.997,2,3.823
2012-06-11-04-09-02,167.448,2,3.863
2012-06-11-04-12-24,171.805,2.2,4.036
2012-06-11-04-13-31,175.86,2.2,4.012
2012-06-11-04-24-54,174.927,2.1,3.917
2012-06-11-04-41-50,170.881,2.1,3.942
2012-06-11-04-44-05,173.776,2.1,3.924
2012-06-11-04-45-56,176.752,2,3.806
2012-06-11-04-46-35,175.06,1.9,3.716
2012-06-11-04-47-40,166.421,1.9,3.769
2012-06-11-05-06-35,181.771,4.3,6.077
2012-06-11-05-10-49,177.252,2.2,4.003
2012-06-11-05-14-35,172.162,2,3.834
2012-06-11-05-21-39,174.842,2.1,3.918
2012-06-11-05-22-15,176.918,2.1,3.905
2012-06-11-05-27-29,181.684,2.2,3.978
2012-06-11-05-38-04,119.419,2,4.215
2012-06-11-05-56-02,173.949,2.2,4.023
2012-06-11-06-05-28,169.871,2.1,3.948
2012-06-11-06-11-36,172.184,2.4,4.234
2012-06-11-06-26-32,177.274,2.3,4.103
2012-06-11-06-28-54,179.576,2.1,3.89
2012-06-11-06-30-47,174.261,2.1,3.921
2012-06-11-06-33-43,174.647,2.3,4.119
2012-06-11-06-34-22,172.54,2.5,4.331
2012-06-11-06-39-44,175.186,2.2,4.016
2012-06-11-06-40-12,158.451,2.1,4.02
2012-06-11-06-44-24,178.85,2.1,3.894
2012-06-11-06-49-03,126.426,4,6.156
2012-06-11-06-51-56,126.702,3.6,5.753
2012-06-11-06-57-19,129.029,1.9,4.034
2012-06-11-07-26-44,133.453,1.7,3.799
2012-06-11-07-51-16,128.45,2,4.139
2012-06-11-08-02-28,139.759,2.4,4.451
2012-06-11-08-15-15,129.474,2,4.131
2012-06-11-08-15-49,174.766,2.2,4.018
2012-06-11-08-18-34,179.45,2.1,3.891
2012-06-11-09-05-58,175.334,2.6,4.415
2012-06-11-09-27-16,174.194,2.7,4.522
2012-06-11-09-30-51,178.764,2,3.795
2012-06-11-09-34-06,170.983,2.2,4.041
2012-06-11-09-58-50,172.267,3.4,5.233
2012-06-11-10-32-33,173.055,2.5,4.328
2012-06-11-11-57-35,187.114,2.5,4.247
2012-06-11-12-02-47,116.26,2,4.243
2012-06-11-12-19-45,108.153,2.3,4.618
2012-06-11-12-22-22,114.014,2.8,5.063
2012-06-11-12-29-06,187.665,2.3,4.044
2012-06-11-12-39-27,118.065,2,4.227
2012-06-11-13-01-09,188.349,2.2,3.94
2012-06-11-13-39-16,164.371,2.4,4.282
2012-06-11-13-44-22,168.534,2.4,4.256
2012-06-11-13-50-01,181.365,2.6,4.379
2012-06-11-13-52-02,151.287,2.2,4.168
2012-06-11-13-53-50,179.635,2.2,3.989
2012-06-11-14-49-23,171.508,3.1,4.938
2012-06-11-14-55-09,144.622,1.9,3.915
2012-06-11-15-11-28,167.915,2.6,4.46
2012-06-11-15-22-35,170.451,3.2,5.044
2012-06-11-15-56-00,153.288,2.1,4.055
2012-06-11-16-16-39,172.799,3.2,5.03
2012-06-11-16-18-17,196.402,2.1,3.796
2012-06-11-17-00-17,174.788,3.9,5.718
2012-06-11-17-16-44,117.149,2.4,4.635
2012-06-11-17-28-00,168.402,2.1,3.957
2012-06-11-17-49-33,120.43,2,4.206
2012-06-11-17-54-31,235.963,2,3.505
2012-06-11-17-58-18,217.967,2.3,3.888
2012-06-11-20-01-20,107.747,2.5,4.822
2012-06-11-20-12-48,175.798,2.3,4.112
2012-06-11-20-23-18,174.845,2.3,4.118
2012-06-11-20-35-37,175.225,4.1,5.915
2012-06-11-21-29-23,179.394,2.2,3.991
2012-06-11-21-32-04,176.576,2.7,4.507
2012-06-11-21-42-10,134.3,2.1,4.193
2012-06-11-21-59-47,152.012,2.4,4.363
2012-06-11-22-31-30,134.82,2,4.089
2012-06-11-22-51-05,172.286,4.3,6.133
2012-06-11-22-58-50,177.646,2.1,3.901
2012-06-11-23-39-34,178.816,1.9,3.694
2012-06-12-00-03-00,175.699,2.1,3.913
2012-06-12-00-15-45,124.247,2.1,4.274
2012-06-12-00-16-56,118.209,2.1,4.326
2012-06-12-01-07-04,173.488,2.2,4.026
2012-06-12-02-28-45,170.596,2.1,3.943
2012-06-12-02-58-20,880.939,2,2.132
2012-06-12-03-01-40,175.496,2.1,3.914
2012-06-12-03-55-32,178.034,2.2,3.999
2012-06-12-04-08-14,158.438,2.7,4.62
2012-06-12-04-11-57,188.001,2,3.742
2012-06-12-04-40-04,174.88,2,3.817
2012-06-12-05-06-37,168.655,2,3.855
2012-06-12-05-09-18,175.349,2.1,3.915
2012-06-12-05-23-51,126.772,2.3,4.453
2012-06-12-05-28-45,168.121,2,3.859
2012-06-12-05-49-20,170.286,2.6,4.445
2012-06-12-05-50-33,109.664,2,4.304
2012-06-12-06-24-03,200.328,2.1,3.776
2012-06-12-07-11-12,170.311,2.6,4.445
2012-06-12-08-49-21,111.035,2.4,4.691
2012-06-12-08-56-28,138.998,1.9,3.957
2012-06-12-09-51-15,175.904,2.9,4.711
2012-06-12-09-57-09,110.138,2.2,4.499
2012-06-12-10-10-20,179.781,2.6,4.389
2012-06-12-11-03-12,166.322,2.1,3.97
2012-06-12-11-15-34,169.868,2.2,4.048
2012-06-12-11-45-08,108.421,1.9,4.216
2012-06-12-12-17-40,117.658,2.3,4.531
2012-06-12-12-26-13,108.189,1.9,4.218
2012-06-12-12-57-08,242.584,2.1,3.576
2012-06-12-13-20-33,179.207,1.9,3.692
2012-06-12-13-23-34,170.762,1.9,3.742
2012-06-12-13-34-54,175.845,1.8,3.612
2012-06-12-14-07-29,128.456,2.5,4.639
2012-06-12-14-55-06,174.25,2,3.821
2012-06-12-15-44-44,110.494,2.1,4.396
2012-06-12-15-51-41,111.252,2.5,4.789
2012-06-12-16-43-05,175.774,2.5,4.312
2012-06-12-17-45-03,107.34,2.3,4.626
2012-06-12-19-32-13,151.693,2.3,4.266
2012-06-12-20-19-50,155.688,2.3,4.239
2012-06-12-20-48-14,116.914,2.3,4.537
2012-06-12-20-59-51,167.75,2.4,4.261
2012-06-12-21-19-12,174.88,2.7,4.517
2012-06-12-21-37-18,139.745,2,4.051
2012-06-12-22-10-08,174.801,2.9,4.718
2012-06-12-22-13-33,173.839,2.4,4.224
2012-06-12-23-02-12,126.401,2.2,4.356
2012-06-12-23-28-53,169.699,2.5,4.349
2012-06-13-00-45-16,170.008,2.4,4.247
2012-06-13-00-49-27,176.284,1.8,3.609
2012-06-13-00-58-12,178.482,4.4,6.196
2012-06-13-01-21-34,146.665,2,4.001
2012-06-13-01-39-03,111.969,2,4.282
2012-06-13-02-02-20,166.402,2.1,3.969
2012-06-13-02-07-31,170.492,1.8,3.644
2012-06-13-02-29-47,173.032,2.2,4.028
2012-06-13-02-57-40,168.282,2.1,3.958
2012-06-13-03-00-18,157.324,1.7,3.628
2012-06-13-03-07-13,169.728,2.1,3.949
2012-06-13-03-10-47,181.757,2.2,3.977
2012-06-13-03-14-57,165.585,2.7,4.574
2012-06-13-04-00-04,186.76,2.4,4.149
2012-06-13-05-19-02,171.345,2.3,4.139
2012-06-13-05-28-00,111.342,2.4,4.688
2012-06-13-05-31-54,130.714,2,4.121
2012-06-13-06-43-02,112.824,2.2,4.474
2012-06-13-08-20-37,177.1,2.3,4.104
2012-06-13-09-40-32,127.648,4.3,6.446
2012-06-13-09-43-23,131.068,3,5.118
2012-06-13-09-46-13,126.459,2.6,4.755
2012-06-13-09-51-36,125.457,2.5,4.664
2012-06-13-09-57-54,131.828,1.7,3.812
2012-06-13-10-10-11,132.137,2.2,4.31
2012-06-13-11-59-07,169.326,4.4,6.251
2012-06-13-12-06-35,129.562,2.9,5.03
2012-06-13-12-53-08,105.816,2.1,4.441
2012-06-13-12-57-42,119.29,2,4.216
2012-06-13-13-03-27,127.896,2.1,4.244
2012-06-13-13-47-37,242.514,2,3.477
2012-06-13-14-03-14,167.463,3.1,4.963
2012-06-13-14-22-29,124.466,2.7,4.872
2012-06-13-14-31-30,101.349,2,4.386
2012-06-13-16-51-14,106.377,2.2,4.536
2012-06-13-17-18-29,175.597,2.4,4.213
2012-06-13-17-47-28,111.658,1.7,3.985
2012-06-13-18-15-59,110.31,1.7,3.998
2012-06-13-20-09-21,140.59,3.4,5.445
2012-06-13-20-17-11,176.261,2,3.809
2012-06-13-21-13-10,130.99,1.8,3.919
2012-06-13-22-24-47,86.086,2.1,4.656
2012-06-13-23-16-02,184.109,2.3,4.064
2012-06-14-01-52-27,174.505,2.2,4.02
2012-06-14-02-24-14,124.117,2.3,4.475
2012-06-14-02-50-02,173.166,2.7,4.528
2012-06-14-03-23-49,146.374,3.4,5.403
2012-06-14-04-11-25,174.116,1.9,3.722
2012-06-14-04-35-14,145.193,1.9,3.911
2012-06-14-06-20-21,140.343,3,5.047
2012-06-14-06-25-47,178.908,2.8,4.594
2012-06-14-07-26-28,130.815,1.9,4.02
2012-06-14-07-42-58,174.051,1.8,3.622
2012-06-14-08-32-27,171.884,2.6,4.435
2012-06-14-09-05-53,171.999,2.6,4.435
2012-06-14-10-30-06,174.459,2.1,3.92
2012-06-14-12-38-11,191.96,2.2,3.92
2012-06-14-13-59-54,174.519,2.4,4.22
2012-06-14-17-45-38,171.75,3.2,5.036
2012-06-14-17-52-01,179.039,2.1,3.893
2012-06-14-17-53-40,118.053,1.7,3.927
2012-06-14-18-06-47,112.416,2.1,4.378
2012-06-14-19-46-06,175.919,4.8,6.611
2012-06-14-19-50-55,173.894,2.8,4.623
2012-06-14-20-22-23,185.891,2.4,4.154
2012-06-14-20-44-20,139.932,3.1,5.15
2012-06-14-21-23-18,137.088,3.3,5.371
2012-06-14-21-27-05,139.78,2,4.051
2012-06-14-22-04-30,128.443,2,4.139
2012-06-14-22-20-35,173.458,2,3.826
2012-06-14-22-30-54,184.652,1.7,3.461
2012-06-14-23-14-36,140.55,1.9,3.945
2012-06-14-23-41-27,177.667,3.6,5.401
2012-06-15-00-00-42,144.206,2,4.018
2012-06-15-00-33-21,177.061,1.9,3.705
2012-06-15-00-40-33,136.298,2.7,4.777
2012-06-15-02-17-57,126.495,1.8,3.955
2012-06-15-02-45-24,142.811,1.7,3.729
2012-06-15-03-05-14,173.934,2.1,3.923
2012-06-15-03-11-06,138.24,2,4.062
2012-06-15-03-34-20,152.249,1.7,3.662
2012-06-15-03-34-48,174.746,1.9,3.718
2012-06-15-04-04-35,127.113,2,4.15
2012-06-15-04-11-30,106.212,2,4.337
2012-06-15-04-36-09,173.22,2,3.827
2012-06-15-04-42-04,135.084,1.6,3.687
2012-06-15-04-44-03,130.573,1.8,3.922
2012-06-15-04-52-04,137.716,1.9,3.966
2012-06-15-05-42-55,109.511,2.7,5.005
2012-06-15-07-58-28,178.86,3.1,4.894
2012-06-15-08-03-51,132.66,1.9,4.005
2012-06-15-08-29-33,125.662,2.5,4.662
2012-06-15-11-55-15,137.829,3.6,5.666
2012-06-15-16-30-06,98.084,2.5,4.92
2012-06-15-17-02-04,183.245,2.4,4.169
2012-06-15-17-48-38,127.572,2.3,4.446
2012-06-15-18-28-26,176.372,2.1,3.909
2012-06-15-21-18-25,217.683,2.8,4.389
2012-06-16-02-20-32,171.916,2.5,4.335
2012-06-16-02-33-25,126.642,2.4,4.554
2012-06-16-02-33-58,135.943,2.4,4.48
2012-06-16-04-37-48,170.36,3.3,5.145
2012-06-16-05-50-53,171.252,2.5,4.339
2012-06-16-07-17-01,138.363,2.6,4.662
2012-06-16-07-22-31,174.821,2.2,4.018
2012-06-16-07-41-58,139.533,2.5,4.553
2012-06-16-08-44-35,172.515,3.1,4.932
2012-06-16-10-15-44,132.642,2.3,4.406
2012-06-16-12-28-32,109.788,2.6,4.903
2012-06-16-12-37-46,173.425,3.5,5.326
2012-06-16-12-39-51,174.633,3.2,5.019
2012-06-16-13-09-40,169.43,2.9,4.75
2012-06-16-15-00-57,176.149,3.7,5.51
2012-06-16-15-06-42,171.443,2.8,4.638
2012-06-16-15-35-48,173.182,2.9,4.728
2012-06-16-15-55-05,158.091,2.7,4.623
2012-06-16-18-26-57,170.119,2.4,4.246
2012-06-16-18-34-28,124.848,2.6,4.769
2012-06-16-18-59-33,261.158,3,4.399
2012-06-16-19-30-30,137.486,3.1,5.168
2012-06-16-19-42-52,172.366,3.2,5.033
2012-06-16-22-03-48,140.541,2.3,4.345
2012-06-16-22-25-40,130.487,2.1,4.223
2012-06-16-23-01-19,136.857,2.5,4.573
2012-06-16-23-23-15,135.933,2.5,4.58
2012-06-16-23-59-39,129.096,2,4.134
2012-06-17-00-03-13,140.171,2.6,4.648
2012-06-17-01-11-26,170.19,3,4.846
2012-06-17-01-18-14,170.161,2.4,4.246
2012-06-17-01-39-46,255.501,2.3,3.722
2012-06-17-01-45-50,174.623,1.9,3.719
2012-06-17-04-37-13,128.174,2.2,4.341
2012-06-17-04-58-03,128.478,2.3,4.439
2012-06-17-05-25-04,127.969,2.4,4.543
2012-06-17-06-23-21,130.511,2.4,4.522
2012-06-17-07-44-26,130.31,2.4,4.524
2012-06-17-09-46-55,169.895,2.1,3.948
2012-06-17-09-52-12,175.255,3,4.815
2012-06-17-10-47-15,170.899,2.9,4.741
2012-06-17-12-02-24,115.892,2.5,4.746
2012-06-17-15-59-05,135.749,2.6,4.681
2012-06-17-16-40-49,137.24,3,5.07
2012-06-17-16-42-26,136.584,2.6,4.675
2012-06-17-16-58-57,200.77,3.5,5.174
2012-06-17-17-01-51,104.585,2.7,5.053
2012-06-17-18-23-12,114.29,2.6,4.861
2012-06-17-20-21-16,171.189,2.6,4.44
2012-06-17-20-45-29,171.651,3.1,4.937
2012-06-17-21-40-32,116.065,2.6,4.845
2012-06-17-21-44-02,139.698,2.4,4.452
2012-06-17-21-59-43,177.87,2.6,4.4
2012-06-17-23-11-30,173.322,2.6,4.427
2012-06-17-23-54-17,101.445,2.5,4.885
2012-06-18-00-08-39,115.701,2.3,4.548
2012-06-18-01-15-01,172.093,2.4,4.234
2012-06-18-02-43-36,177.996,2.4,4.199
2012-06-18-02-51-37,177.772,2.3,4.1
2012-06-18-02-54-16,171.432,2.3,4.138
2012-06-18-06-02-56,137.181,2.7,4.77
2012-06-18-06-12-46,126.439,2.5,4.655
2012-06-18-06-55-31,172.545,2.4,4.231
2012-06-18-09-11-24,171.865,2.5,4.336
2012-06-18-09-19-07,132.678,2.7,4.805
2012-06-18-13-29-00,125.567,2.8,4.963
2012-06-18-17-32-41,234.401,2.3,3.812
2012-06-18-18-06-52,117.904,2.6,4.828
2012-06-18-19-27-50,129.637,2.8,4.929
2012-06-18-19-28-00,134.513,2.8,4.891
2012-06-18-19-32-39,179.251,2.4,4.192
2012-06-18-20-39-02,107.811,3.3,5.622
2012-06-18-20-41-32,106.11,2.7,5.038
2012-06-18-22-01-18,131.335,2.6,4.716
2012-06-18-23-34-14,179.606,2.4,4.19
2012-06-19-00-33-08,186.209,2.4,4.152
2012-06-19-00-53-15,202.367,2.6,4.265
2012-06-19-00-56-41,179.718,2.6,4.389
2012-06-19-02-02-03,176.685,2.6,4.407
2012-06-19-03-17-36,181.578,2.5,4.278
2012-06-19-04-09-18,26.24,2.6,6.394
2012-06-19-04-46-13,131.181,4.5,6.617
2012-06-19-04-51-28,131.24,2.7,4.817
2012-06-19-04-54-04,130.771,2.4,4.52
2012-06-19-04-55-45,131.842,2.3,4.412
2012-06-19-04-57-55,131.513,3.3,5.414
2012-06-19-06-13-34,125.478,3.1,5.263
2012-06-19-07-11-31,131.221,2.4,4.517
2012-06-19-07-29-16,125.395,2.3,4.464
2012-06-19-07-49-21,132.458,2.3,4.407
2012-06-19-07-54-38,132.944,2.3,4.403
2012-06-19-08-24-19,129.426,3,5.131
2012-06-19-08-25-46,129.555,2.9,5.03
2012-06-19-09-19-59,125.95,2.6,4.76
2012-06-19-10-06-42,170.289,2.1,3.945
2012-06-19-10-21-27,171.307,2.4,4.239
2012-06-19-10-44-50,131.871,1.9,4.012
2012-06-19-10-57-10,125.179,2.7,4.866
2012-06-19-11-04-13,182.607,2.2,3.972
2012-06-19-11-12-25,131.154,2.1,4.217
2012-06-19-11-22-24,132.371,1.9,4.008
